<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
13/12/20,000000,0.0136500,0.0136750,0.0136180,0.0136670,64
14/12/20,000000,0.0136260,0.0136940,0.0134500,0.0135490,288
15/12/20,000000,0.0135480,0.0136340,0.0135110,0.0136040,288
16/12/20,000000,0.0136020,0.0136360,0.0135300,0.0136180,288
17/12/20,000000,0.0135900,0.0137230,0.0135800,0.0136800,288
18/12/20,000000,0.0136360,0.0136830,0.0135040,0.0136240,273
20/12/20,000000,0.0136070,0.0136070,0.0134620,0.0135110,58
21/12/20,000000,0.0135080,0.0135340,0.0132230,0.0133320,249
22/12/20,000000,0.0133350,0.0133530,0.0131220,0.0131330,278
23/12/20,000000,0.0131420,0.0133310,0.0131210,0.0132950,284
24/12/20,000000,0.0132830,0.0135190,0.0132580,0.0134890,285
25/12/20,000000,0.0134610,0.0135380,0.0134340,0.0134630,259
27/12/20,000000,0.0134410,0.0134870,0.0134400,0.0134860,55
28/12/20,000000,0.0134700,0.0135500,0.0134310,0.0135230,288
29/12/20,000000,0.0134330,0.0135860,0.0134300,0.0135190,281
30/12/20,000000,0.0134860,0.0135980,0.0132970,0.0134060,287
31/12/20,000000,0.0134060,0.0135130,0.0132460,0.0135080,271
01/01/21,000000,0.0135080,0.0135080,0.0135080,0.0135080,16
03/01/21,000000,0.0135070,0.0135070,0.0133830,0.0134040,40
04/01/21,000000,0.0134040,0.0136370,0.0133800,0.0133810,288
05/01/21,000000,0.0133810,0.0135000,0.0132580,0.0134410,288
06/01/21,000000,0.0134280,0.0135780,0.0134280,0.0134510,288
07/01/21,000000,0.0134500,0.0135450,0.0133070,0.0134080,286
08/01/21,000000,0.0133600,0.0135050,0.0133340,0.0135050,275
10/01/21,000000,0.0133970,0.0134980,0.0133970,0.0134820,38
11/01/21,000000,0.0134790,0.0134940,0.0132980,0.0133510,287
12/01/21,000000,0.0133550,0.0135790,0.0133380,0.0135690,288
13/01/21,000000,0.0135810,0.0135840,0.0134240,0.0134940,288
14/01/21,000000,0.0135180,0.0136320,0.0134780,0.0135960,267
15/01/21,000000,0.0136090,0.0136210,0.0135010,0.0135960,276
17/01/21,000000,0.0135600,0.0135840,0.0134770,0.0135280,62
18/01/21,000000,0.0135290,0.0135710,0.0134090,0.0134910,288
19/01/21,000000,0.0134900,0.0135560,0.0134490,0.0135080,288
20/01/21,000000,0.0135090,0.0136210,0.0134570,0.0135670,288
21/01/21,000000,0.0135670,0.0136220,0.0134600,0.0134760,286
22/01/21,000000,0.0134790,0.0135150,0.0132290,0.0132680,279
24/01/21,000000,0.0132680,0.0132680,0.0132040,0.0132180,60
25/01/21,000000,0.0132370,0.0133560,0.0131480,0.0132370,288
