<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
31/12/19,000000,1.1201300,1.1239300,1.1197000,1.1211700,1231743
01/01/20,000000,1.1215400,1.1222100,1.1208000,1.1218800,27509
02/01/20,000000,1.1218800,1.1224500,1.1162000,1.1170600,1344646
03/01/20,000000,1.1170700,1.1180000,1.1123000,1.1159800,1567114
05/01/20,000000,1.1165000,1.1168900,1.1157000,1.1160500,74456
06/01/20,000000,1.1160200,1.1205500,1.1155000,1.1195300,1364748
07/01/20,000000,1.1195400,1.1197100,1.1132000,1.1154000,1610661
08/01/20,000000,1.1154100,1.1168200,1.1100000,1.1112700,2131727
09/01/20,000000,1.1112900,1.1120400,1.1092000,1.1109200,1423627
10/01/20,000000,1.1109300,1.1129200,1.1084000,1.1120000,1299383
12/01/20,000000,1.1117500,1.1122500,1.1110800,1.1116000,34731
13/01/20,000000,1.1116300,1.1147000,1.1111000,1.1134300,1088702
14/01/20,000000,1.1134400,1.1144600,1.1103000,1.1127500,1388450
15/01/20,000000,1.1127600,1.1163400,1.1117000,1.1152200,1269484
16/01/20,000000,1.1152200,1.1172800,1.1127000,1.1136900,1284988
17/01/20,000000,1.1136900,1.1142800,1.1084000,1.1088000,1196211
19/01/20,000000,1.1094400,1.1098100,1.1086000,1.1094500,49939
20/01/20,000000,1.1093700,1.1102400,1.1075000,1.1096200,850945
21/01/20,000000,1.1095900,1.1118100,1.1079000,1.1085100,1302308
22/01/20,000000,1.1085100,1.1098500,1.1069000,1.1095700,1285366
23/01/20,000000,1.1095700,1.1108700,1.1035000,1.1055100,1542362
24/01/20,000000,1.1055200,1.1061700,1.1019000,1.1025100,1316866
26/01/20,000000,1.1023900,1.1037400,1.1022800,1.1024100,166000
27/01/20,000000,1.1024500,1.1037600,1.1008000,1.1018800,1250425
28/01/20,000000,1.1019300,1.1025300,1.0996000,1.1021700,1224167
29/01/20,000000,1.1022000,1.1027700,1.0991000,1.1013700,1262860
30/01/20,000000,1.1013800,1.1039400,1.1005000,1.1028400,1491048
31/01/20,000000,1.1028200,1.1095700,1.1015000,1.1091700,1515167
02/02/20,000000,1.1084600,1.1095000,1.1078800,1.1089100,114784
03/02/20,000000,1.1089100,1.1089100,1.1034500,1.1061000,941276
04/02/20,000000,1.1062000,1.1064200,1.1031000,1.1044600,917686
05/02/20,000000,1.1044300,1.1047900,1.0992000,1.1000400,1341541
06/02/20,000000,1.1000300,1.1014000,1.0963000,1.0980700,1264683
07/02/20,000000,1.0980800,1.0985000,1.0940000,1.0944000,1426180
09/02/20,000000,1.0946700,1.0951400,1.0940100,1.0949000,58558
10/02/20,000000,1.0948400,1.0957500,1.0906700,1.0910100,1227213
11/02/20,000000,1.0910100,1.0924800,1.0890200,1.0918900,1237668
12/02/20,000000,1.0918900,1.0925600,1.0863000,1.0874700,1320244
13/02/20,000000,1.0874700,1.0889000,1.0833000,1.0840300,1312373
14/02/20,000000,1.0841300,1.0861200,1.0825900,1.0830100,1161853
16/02/20,000000,1.0824000,1.0844000,1.0818900,1.0840300,63486
17/02/20,000000,1.0841300,1.0851000,1.0827000,1.0835000,844744
18/02/20,000000,1.0836100,1.0837300,1.0783800,1.0794700,1341478
19/02/20,000000,1.0794700,1.0812000,1.0780000,1.0809600,1285243
20/02/20,000000,1.0808200,1.0821100,1.0776500,1.0787500,1517435
21/02/20,000000,1.0786700,1.0863500,1.0785000,1.0847100,1466565
23/02/20,000000,1.0846000,1.0848300,1.0809000,1.0838500,121783
24/02/20,000000,1.0838600,1.0872200,1.0804000,1.0848700,1776645
25/02/20,000000,1.0848300,1.0890200,1.0828000,1.0879500,1780873
26/02/20,000000,1.0879700,1.0908700,1.0854000,1.0886200,1937852
